"","ethnicity","sex","agegrp","qualification","hours","income"
"3189","European","female",65,3,39,618
"3190","European","female",40,4,20,402
"3191","European","male",30,2,40,572
"3192","Asian","male",25,4,45,2302
"3193","European","female",40,3,63,1540
"3194","European","male",50,3,50,1331
"3195","European","male",25,1,40,1060
"3196","Maori","female",45,3,40,990
"3197","European","male",45,3,37,970
"3198","European","female",55,3,40,702
"3199","European","female",65,1,45,1371
"3200","European","male",30,3,40,1636
"3201","European","male",30,2,32,377
"3202","Maori","female",60,1,24,405
"3203","Maori","female",20,2,40,777
"3204","European","female",55,3,20,452
"3205","European","male",50,1,47.5,1240
"3206","Pacific","male",60,1,40,540
"3207","Maori","female",55,2,50.5,1533
"3208","Asian","male",50,1,50,669
"3209","European","female",25,3,41.5,485
"3210","European","female",45,3,12,383
"3211","Asian","male",30,3,40,994
"3212","European","male",60,4,40,1835
"3213","Asian","female",30,1,40,649
"3214","European","female",20,1,12,162
"3215","European","male",45,2,60,1296
"3216","European","female",20,4,40.5,925
"3217","European","female",45,2,26.5,1097
"3218","European","male",35,1,40,880
"3219","European","male",65,3,40,1415
"3220","Maori","female",45,3,42.5,648
"3221","European","female",25,2,50,620
"3222","Asian","male",45,4,8,419
"3223","European","female",45,3,40,1058
"3224","European","male",50,3,50,1621
"3225","Asian","male",15,2,42.5,926
"3226","European","male",40,2,57.5,3771
"3227","European","male",45,1,65,1398
"3228","European","male",40,2,50,2854
"3229","European","female",30,3,30,690
"3230","Asian","male",25,4,40,1122
"3231","European","female",25,4,40,700
"3232","European","female",50,3,50,671
"3233","European","male",35,3,4,199
"3234","European","female",60,1,16,415
"3235","European","male",35,3,40,1080
"3236","Asian","female",30,4,39.5,1111
"3237","Asian","female",50,4,35,982
"3238","European","female",55,2,40,576
"3239","Asian","female",50,1,10,181
"3240","European","male",50,1,40,1392
"3241","European","female",25,3,11,188
"3242","European","male",45,2,40,648
"3243","European","female",55,3,4,212
"3244","Maori","male",30,3,40,1730
"3245","Pacific","male",45,1,40,748
"3246","European","female",65,1,65,1158
"3247","Pacific","female",45,3,65,3586
"3248","European","female",45,3,8,251
"3249","European","male",40,4,36,1014
"3250","European","female",65,1,37,880
"3251","European","female",65,1,25,409
"3252","European","male",40,1,45,633
"3253","European","female",35,1,60,1793
"3254","European","female",20,2,40,1428
"3255","Maori","female",25,4,40,1132
"3256","European","female",50,4,20,585
"3257","European","male",50,3,48,952
"3258","European","male",30,2,8,326
"3259","Maori","female",40,3,32,225
"3260","European","female",20,4,40,907
"3261","European","male",50,2,40,811
"3262","European","male",55,3,21,266
"3263","European","female",25,3,30,1088
"3264","European","male",50,1,60,4706
"3265","European","female",35,4,13,813
"3266","European","male",60,3,45,810
"3267","European","female",50,2,37.5,914
"3268","European","male",15,2,38,855
"3269","European","female",55,3,40,1060
"3270","European","male",35,2,45,729
"3271","European","male",55,3,81,1458
"3272","European","female",30,3,40,1381
"3273","European","female",60,3,37,838
"3274","Pacific","male",25,3,48,921
"3275","European","female",50,2,12,499
"3276","European","female",50,3,40,727
"3277","European","female",15,2,37,1479
"3278","European","male",35,4,46,1443
"3279","European","female",35,1,14,379
"3280","European","female",55,3,20,504
"3281","Maori","female",55,1,40,1320
"3282","European","male",30,3,66.5,915
"3283","European","male",40,3,9,179
"3284","European","male",25,3,44,323
"3285","European","female",25,3,24,528
"3286","European","female",35,4,37.5,1063
"3287","European","female",45,3,40,878
"3288","Asian","male",35,4,40,2405
"3289","European","female",20,2,40,581
"3290","European","female",45,3,30,574
"3291","European","male",50,3,37.5,1708
"3292","European","female",35,3,6.5,322
"3293","Asian","male",25,4,21,284
"3294","European","male",45,3,45,1033
"3295","European","male",25,3,40,770
"3296","Maori","female",35,2,40,1170
"3297","European","female",35,4,10,180
"3298","Asian","male",25,3,45,911
"3299","Maori","male",45,4,41,1075
"3300","European","male",35,4,40,902
"3301","European","female",45,4,20,383
"3302","European","female",50,2,4,110
"3303","European","male",25,1,44,792
"3304","European","female",30,4,40,2797
"3305","European","male",35,2,35,1667
"3306","European","female",55,1,37.5,926
"3307","Pacific","male",50,3,50,7863
"3308","European","male",50,1,50,5958
"3309","Asian","male",35,4,37,1751
"3310","European","male",45,3,40,2000
"3311","European","male",55,4,40,721
"3312","European","male",50,2,40,880
"3313","European","male",45,2,55,1134
"3314","European","male",60,3,25,614
"3315","Pacific","male",40,3,40,616
"3316","European","female",40,3,40,1022
"3317","European","female",55,1,40,804
"3318","Asian","male",20,2,32,692
"3319","European","male",45,4,39.5,1114
"3320","European","female",65,1,40,504
"3321","Pacific","male",60,2,50,1375
"3322","European","female",45,4,40,1667
"3323","European","male",35,1,57,3292
"3324","European","male",40,2,29,818
"3325","European","male",45,1,40,506
"3326","European","female",40,2,40,540
"3327","European","male",35,3,46,728
"3328","European","female",15,2,40,770
"3329","European","male",30,4,40,1323
"3330","European","male",40,1,40,886
"3331","European","male",15,2,37.5,578
"3332","European","female",65,3,60,1280
"3333","European","female",65,1,12,502
"3334","Maori","female",45,1,40,562
"3335","Pacific","female",45,4,40,1430
"3336","European","female",35,4,56,509
"3337","Maori","female",40,1,70,1732
"3338","European","female",40,2,13,310
"3339","European","female",25,3,14,800
"3340","European","male",55,4,34,1063
"3341","Maori","male",25,3,40,669
"3342","European","male",25,3,47,1015
"3343","European","female",50,3,34,561
"3344","European","female",65,1,40,636
"3345","European","female",50,2,37.5,768
"3346","European","female",65,3,27.5,1243
"3347","European","male",40,1,55,2714
"3348","European","male",55,4,40,2016
"3349","European","male",50,4,50,1504
"3350","European","male",55,3,40,694
"3351","European","male",50,3,50,611
"3352","European","male",30,3,40,468
"3353","Asian","male",30,2,40,880
"3354","European","male",45,3,40,676
"3355","European","male",55,4,40,778
"3356","Asian","female",50,4,40,2054
"3357","European","female",20,3,20,234
"3358","European","female",30,3,5.5,186
"3359","Asian","female",30,4,35,556
"3360","European","male",25,3,41.5,635
"3361","European","female",45,1,28,996
"3362","European","male",50,3,41.5,555
"3363","Maori","male",25,3,40,1389
"3364","European","female",45,1,40,481
"3365","European","female",35,2,45,896
"3366","European","female",55,3,12,302
"3367","Pacific","female",15,2,37.5,1181
"3368","European","female",40,2,40,833
"3369","European","male",45,3,42,370
"3370","European","male",45,3,40,651
"3371","Asian","female",40,1,30,1424
"3372","European","female",65,3,46,4192
"3373","European","female",60,4,36,825
"3374","European","male",65,4,20,246
"3375","European","male",50,3,45,1579
"3376","European","male",65,4,15,2612
"3377","European","male",65,1,37.5,738
"3378","European","female",50,1,12,330
"3379","European","male",50,2,22,204
"3380","Asian","male",20,2,55,1108
"3381","European","male",20,1,37,1902
"3382","European","male",45,3,40,1372
"3383","European","male",50,2,40,992
"3384","European","male",45,4,53,816
"3385","European","female",55,1,38,627
"3386","European","female",65,1,40,715
"3387","European","male",65,2,40,450
"3388","European","female",30,3,37,794
"3389","European","female",35,1,31.5,676
"3390","European","female",45,3,40,1597
"3391","European","female",25,2,39,615
"3392","Asian","male",45,1,24,723
"3393","European","female",45,3,40,1371
"3394","Asian","female",40,4,10,309
"3395","European","female",20,4,30,364
"3396","European","male",20,2,40,777
"3397","Maori","female",15,2,27,446
"3398","European","male",20,1,40,704
"3399","European","female",65,1,15,512
"3400","Asian","male",50,3,40,720
"3401","European","male",60,3,25,522
"3402","European","male",65,1,40,1435
"3403","European","male",30,3,40,932
"3404","European","male",40,3,32,2603
"3405","Asian","female",50,4,40,2036
"3406","European","male",25,2,30,484
"3407","European","female",55,3,22.5,472
"3408","European","male",25,3,45,706
"3409","Asian","male",25,4,50,400
"3410","European","female",15,1,4,210
"3411","Asian","female",20,4,49.5,1366
"3412","European","male",25,1,40,1361
"3413","European","male",55,4,60,1262
"3414","European","female",40,1,36,698
"3415","European","male",30,4,50,1234
"3416","European","female",35,4,30,1007
"3417","Asian","male",20,4,40,865
"3418","Maori","female",45,1,29,670
"3419","European","female",45,4,40,275
"3420","European","male",55,1,41.5,638
"3421","Pacific","male",55,2,30,982
"3422","European","female",50,3,17,1016
"3423","European","male",65,1,40,825
"3424","European","female",40,4,40,1962
"3425","European","male",45,3,40,759
"3426","European","female",65,1,40,2321
"3427","European","female",40,2,37.5,701
"3428","European","male",25,2,35,757
"3429","European","female",40,2,42.5,650
"3430","European","male",15,1,24,259
"3431","European","male",40,3,92,3360
"3432","European","female",20,3,40,1477
"3433","European","male",35,1,50,1133
"3434","European","female",55,4,37,1620
"3435","European","male",40,2,52,1161
"3436","European","male",30,4,37,2113
"3437","European","male",45,3,50,1177
"3438","European","male",65,1,40,660
"3439","European","male",30,3,40,588
"3440","European","female",35,3,9,188
"3441","European","female",30,3,30,1139
"3442","Asian","female",40,4,36,836
"3443","Asian","female",25,4,20,917
"3444","European","male",30,4,39,1752
"3445","European","female",30,3,35,413
"3446","Asian","male",35,4,32,1721
"3447","Pacific","female",20,2,12,188
"3448","European","male",20,2,20,250
"3449","Asian","female",55,3,35,802
"3450","European","male",30,2,50,1125
"3451","European","male",65,3,47.5,638
"3452","European","female",55,4,40,698
"3453","European","female",20,4,45,983
"3454","European","male",35,3,40,1392
"3455","European","female",50,2,54,991
"3456","Asian","male",40,2,40,627
"3457","Pacific","female",20,2,30,364
"3458","European","male",65,2,32,933
"3459","European","male",60,1,60,1964
"3460","European","male",40,1,46,794
"3461","Pacific","female",60,1,32,575
"3462","European","male",50,3,40,889
"3463","European","male",30,3,40.5,905
"3464","European","male",20,1,40,880
"3465","European","male",60,2,40,1162
"3466","European","male",30,2,50,1297
"3467","European","male",45,4,17,937
"3468","European","female",15,2,50,606
"3469","European","female",50,4,38,694
"3470","European","male",40,4,40,1477
"3471","Maori","female",25,3,40,777
"3472","European","female",55,3,37,946
"3473","European","female",55,2,40,1967
"3474","European","female",45,2,32,443
"3475","Asian","male",15,2,60,990
"3476","Maori","female",60,2,27,1064
"3477","European","male",20,2,38.5,592
"3478","European","male",35,4,37,1224
"3479","Asian","female",20,3,30,348
"3480","European","female",25,2,19,438
"3481","European","female",25,2,40,954
"3482","Pacific","male",45,3,37.5,743
"3483","European","male",50,3,50,3259
"3484","European","female",40,2,32,429
"3485","Maori","male",55,1,44,1149
"3486","Asian","female",40,4,30,811
"3487","European","female",20,4,40,990
"3488","European","male",20,1,16,144
"3489","European","male",65,3,28,391
"3490","European","male",30,3,45,1329
"3491","European","female",40,3,24,422
"3492","European","female",50,1,35,675
"3493","European","female",40,2,3,39
"3494","European","male",40,3,24,1482
"3495","European","male",60,2,44,717
"3496","European","female",35,4,58,809
"3497","European","male",55,4,42,945
"3498","European","male",40,3,47.5,856
"3499","European","female",20,4,40,882
"3500","Asian","female",50,2,40,1540
"3501","European","female",35,4,13,347
"3502","European","male",35,1,41,1356
"3503","European","male",40,3,57.5,1139
"3504","European","female",45,3,50,832
"3505","Asian","male",35,4,20,450
"3506","European","male",65,3,40,594
"3507","European","male",45,2,40,1144
"3508","European","male",25,3,40,846
"3509","European","female",25,3,30,1055
"3510","European","male",20,2,50,565
"3511","European","female",50,4,40,1308
"3512","European","male",50,1,40,720
"3513","European","female",20,3,40,846
"3514","European","female",40,1,34,442
"3515","European","female",60,3,40,1963
"3516","Maori","female",50,3,8,589
"3517","European","female",50,4,25,777
"3518","European","female",55,3,36,1256
"3519","Asian","male",20,2,32,905
"3520","European","female",45,3,50,962
"3521","Maori","female",65,1,40,704
"3522","European","female",55,3,30,1249
"3523","European","male",30,4,28,1203
"3524","European","male",45,4,40,5352
"3525","Asian","male",45,4,40,690
"3526","Maori","female",65,1,33.5,745
"3527","European","male",45,4,41,1570
